Baseline,Intervention,Gain
57.3826,62.5818,5.199200000000005
57.7734,62.865,5.0916
57.714,62.9428,5.2288
57.9484,62.8522,4.903800000000004
57.6052,62.7896,5.184399999999997
57.8358,62.8904,5.054600000000001
57.829,62.8446,5.015599999999999
57.7562,62.6342,4.878
57.2518,62.2986,5.0467999999999975
57.6782,62.6992,5.021000000000001
58.0496,63.2258,5.1762000000000015
57.787,63.1056,5.3186000000000035
57.9252,63.0324,5.107200000000006
57.844,62.7628,4.918799999999997
57.8108,63.124,5.313200000000002
58.3462,63.593,5.2468
58.0734,62.6358,4.562400000000004
57.8234,62.9066,5.083199999999998
57.5994,62.8292,5.229799999999997
57.3804,62.2472,4.866799999999998
58.1462,62.89,4.7438
58.0146,62.7778,4.763199999999998
58.3702,63.4282,5.058
58.2144,62.813,4.598600000000005
58.0298,63.01,4.980199999999996
57.6494,62.3934,4.744
57.9208,63.0,5.0792
57.512,62.5064,4.994399999999999
57.605,62.703,5.098000000000006
58.0606,63.0252,4.964599999999997
58.4206,63.0358,4.6152000000000015
57.917,62.9312,5.014199999999995
57.807,62.7886,4.9816
56.829,62.2608,5.431800000000003
57.324,62.7864,5.462400000000002
57.6718,62.6546,4.982800000000005
57.7856,62.9506,5.164999999999999
57.7104,62.6744,4.963999999999999
57.8394,62.7206,4.8812
57.6232,62.9198,5.296600000000005
57.6054,62.4288,4.8233999999999995
57.5582,62.615,5.056800000000003
58.3898,63.5736,5.183799999999998
57.2434,62.4926,5.249200000000002
57.8534,62.9426,5.089199999999998
57.6554,62.4928,4.837400000000002
58.3838,63.4894,5.105600000000003
57.9854,62.8084,4.823
57.634,62.46,4.8260000000000005
58.1978,62.7018,4.503999999999998
57.6462,62.6384,4.992199999999997
58.1342,63.1938,5.059600000000003
57.8268,62.9292,5.102400000000003
57.8428,62.8006,4.957800000000006
57.6352,62.604,4.968800000000002
58.0292,63.0464,5.017199999999995
57.6084,62.7814,5.172999999999995
58.0098,62.8452,4.8354
57.5466,62.5468,5.0001999999999995
57.9516,62.6284,4.6768
57.7368,62.7912,5.054400000000001
57.4688,62.4522,4.983399999999996
57.6636,62.86,5.196399999999997
57.925,62.717,4.792000000000002
58.1792,63.2066,5.0274
58.5228,63.2466,4.723800000000004
58.111,63.0344,4.923400000000001
58.0672,63.2062,5.139000000000003
57.8254,62.9662,5.140799999999999
57.7944,62.6896,4.8951999999999956
57.7592,62.3936,4.634399999999999
57.6298,62.8114,5.181599999999996
58.0482,62.8732,4.824999999999996
57.6508,62.6434,4.992600000000003
57.5074,62.178,4.6706
58.127,63.1252,4.998199999999997
57.894,62.9216,5.0276
57.74,62.7702,5.030200000000001
57.9446,62.9378,4.993200000000002
58.3512,63.3836,5.032400000000003
57.7152,62.5814,4.866199999999999
58.4,63.3398,4.939799999999998
57.709,62.629,4.919999999999995
57.428,62.343,4.915000000000006
57.1788,62.4028,5.223999999999997
57.7088,62.5666,4.857800000000005
57.7324,62.526,4.793600000000005
57.8872,62.6928,4.805599999999998
57.8282,62.9262,5.097999999999999
57.968,63.168,5.199999999999996
58.111,63.1258,5.014800000000001
58.0046,62.7642,4.759599999999999
57.5946,62.817,5.2224
57.8214,62.7848,4.9634
57.5814,62.4928,4.9114
57.6908,62.4874,4.796599999999998
57.8838,62.934,5.050199999999997
57.0918,62.3788,5.286999999999999
57.7094,62.5666,4.857199999999999
58.2534,63.228,4.974600000000002
57.8296,62.9194,5.089800000000004
58.1042,63.0622,4.957999999999998
57.8886,62.6016,4.713000000000001
57.53,62.2354,4.705399999999997
57.956,63.0542,5.0981999999999985
57.5192,62.5758,5.056600000000003
57.7012,62.468,4.7668000000000035
57.7558,62.7338,4.9780000000000015
57.2332,62.644,5.410800000000002
58.256,63.025,4.768999999999998
57.8986,62.7526,4.853999999999999
57.65,62.593,4.943000000000005
57.9012,63.0696,5.168399999999998
58.0194,63.2112,5.191800000000001
57.4702,62.2314,4.761200000000002
57.8416,63.0612,5.2196
57.8266,62.6326,4.805999999999997
57.3974,62.5296,5.1322000000000045
57.8176,63.1788,5.361200000000004
57.9086,62.929,5.020400000000002
58.0292,62.9538,4.924599999999998
57.545,62.3732,4.828199999999995
58.3996,63.2154,4.815800000000003
57.909,63.0802,5.171199999999999
58.2446,63.2278,4.983200000000004
57.2204,62.497,5.276600000000002
57.5044,62.4948,4.990400000000001
57.9372,62.9672,5.030000000000001
57.3512,62.3046,4.953400000000002
57.2314,62.2824,5.051000000000002
57.7204,62.6448,4.924399999999999
57.963,62.6644,4.7014
58.0302,62.8312,4.801000000000002
57.8188,63.0858,5.266999999999996
57.9356,62.7452,4.809599999999996
58.3356,63.1354,4.799799999999998
58.1194,63.1368,5.017400000000002
57.9378,62.7974,4.8596
58.0586,62.9044,4.845800000000004
58.0902,63.2478,5.157599999999995
57.7312,62.722,4.9908
58.1786,62.9798,4.801199999999994
58.2668,62.9676,4.700799999999994
57.2926,62.204,4.9114
57.798,62.7652,4.967199999999998
58.3554,63.3028,4.947399999999995
57.6506,62.5224,4.8718
58.1228,62.9716,4.848800000000004
57.347,62.4564,5.109400000000001
57.6172,62.6036,4.986400000000003
57.8182,62.6626,4.8444
58.2748,63.2678,4.993000000000002
58.5508,63.3906,4.839799999999997
58.2122,63.0796,4.867399999999996
58.0072,63.0096,5.0024000000000015
57.7714,62.5156,4.744199999999999
57.7822,62.8828,5.1006
57.3176,62.6006,5.283000000000001
57.542,62.4184,4.876399999999997
57.548,62.7354,5.187399999999997
57.8674,63.2194,5.351999999999997
57.7382,62.7324,4.994199999999999
57.4654,62.679,5.2136
57.8434,63.0064,5.162999999999997
57.2202,62.3514,5.1312
58.2786,63.0306,4.7520000000000024
57.6302,62.6112,4.9809999999999945
57.3954,62.2298,4.834399999999995
57.7958,62.6114,4.815600000000003
57.536,62.716,5.18
57.9972,62.7428,4.745600000000003
57.5984,62.6368,5.038400000000003
57.5292,62.6966,5.1673999999999936
57.457,62.4044,4.947400000000002
57.8126,62.8542,5.041599999999995
57.5718,62.6126,5.040799999999997
58.1036,63.007,4.903399999999998
58.1122,63.1762,5.064
58.085,62.8492,4.764200000000002
57.4896,62.6608,5.171199999999999
57.9324,62.9018,4.9694
57.5598,62.585,5.025199999999998
57.7076,62.7038,4.996200000000002
58.16,63.1764,5.016400000000004
57.713,62.4422,4.729199999999999
57.9226,62.9358,5.013199999999998
57.451,62.3878,4.936799999999998
57.8688,62.8694,5.000599999999999
58.5158,63.4304,4.9146
57.8534,62.3396,4.486199999999997
57.8628,62.9166,5.0538000000000025
57.0896,62.3718,5.282200000000003
57.9236,62.761,4.837400000000002
57.5688,62.6048,5.035999999999994
58.3922,63.0854,4.693199999999997
58.3656,63.2714,4.905799999999999
57.7654,62.9662,5.200800000000001
57.6718,62.4574,4.785600000000002
57.9062,62.825,4.9188000000000045
58.0156,62.9496,4.9339999999999975
58.2758,63.3336,5.0578
57.8304,62.6692,4.838799999999999
58.1712,62.8206,4.6494
58.1564,62.8408,4.684400000000004
57.8468,62.7132,4.866399999999999
57.9406,62.925,4.984399999999994
57.8366,62.9122,5.075600000000001
57.3434,62.3072,4.963799999999999
57.4534,62.7698,5.3163999999999945
57.9656,62.516,4.550399999999996
57.4104,62.1282,4.717799999999997
58.1416,62.9982,4.8566
58.3934,63.3808,4.987400000000001
58.3444,63.1548,4.810400000000001
57.5356,62.5526,5.016999999999996
58.0416,62.603,4.561399999999999
57.9748,62.8918,4.917000000000002
58.2404,63.2318,4.991399999999999
57.6476,62.8232,5.175600000000003
57.8504,62.5774,4.726999999999997
58.022,62.6354,4.613399999999999
56.969,62.2338,5.264800000000001
57.4104,62.114,4.7035999999999945
58.1254,62.609,4.483600000000003
57.3142,62.247,4.9328
58.0186,62.6584,4.639800000000001
57.7316,62.7562,5.0245999999999995
57.731,62.2998,4.568799999999996
57.8012,62.975,5.1738
58.1174,63.1174,5.0
58.0446,62.6302,4.5855999999999995
57.2698,62.1654,4.895600000000002
58.1146,63.2796,5.164999999999999
57.9436,63.1316,5.187999999999995
58.2354,63.1154,4.880000000000003
57.9848,62.8772,4.892400000000002
57.6992,62.6666,4.967400000000005
57.7378,62.4744,4.736600000000003
58.1158,63.0622,4.946399999999997
58.38,62.9412,4.5611999999999995
57.6858,62.438,4.752200000000002
57.8068,62.9188,5.111999999999995
57.6594,62.9098,5.250399999999999
58.0898,62.9542,4.864400000000003
57.5076,62.5372,5.029600000000002
57.552,62.327,4.774999999999999
58.0992,62.8456,4.746399999999994
57.5562,62.8454,5.289200000000001
57.703,62.6002,4.897199999999998
57.7112,62.6766,4.9654000000000025
57.731,62.7452,5.014199999999995
58.1678,62.9976,4.829799999999999
57.6196,62.477,4.857399999999998
58.2338,63.1594,4.925599999999996
57.9244,62.8026,4.8782
57.7874,62.5598,4.772400000000005
57.24,62.7196,5.479599999999998
57.9728,62.4814,4.508600000000001
57.6022,62.757,5.1547999999999945
58.2562,63.023,4.7668000000000035
57.5118,62.3484,4.836599999999997
57.359,62.2792,4.920200000000001
58.1364,63.056,4.9195999999999955
57.6402,62.8402,5.200000000000003
58.0124,63.1106,5.0981999999999985
57.6854,62.828,5.142600000000002
57.4098,62.5372,5.1274000000000015
58.2846,63.186,4.901400000000002
57.3116,62.154,4.842400000000005
58.1856,62.982,4.796399999999998
58.6654,63.6674,5.0020000000000024
58.0834,62.971,4.887599999999999
57.2522,62.3982,5.146000000000001
58.3,63.2124,4.912400000000005
57.4676,62.2132,4.745600000000003
58.034,63.1578,5.123800000000003
57.9138,62.8536,4.939799999999998
57.8224,62.611,4.788599999999995
57.3468,62.3864,5.0396
56.9152,61.7064,4.7912000000000035
57.9022,62.9526,5.050399999999996
58.0186,62.6694,4.650800000000004
58.0636,63.1836,5.119999999999997
57.957,63.3124,5.355399999999996
57.731,62.5788,4.847799999999999
57.1332,62.127,4.9938
57.8806,62.7186,4.838000000000001
57.8644,62.7548,4.8904
58.2834,63.0436,4.7601999999999975
57.921,63.0998,5.1788000000000025
58.0078,63.1638,5.155999999999999
57.6656,62.7688,5.103200000000001
57.6524,62.3198,4.667400000000001
57.556,62.9406,5.384600000000006
58.3154,63.0522,4.736800000000002
57.705,62.5834,4.878399999999999
57.6474,62.8888,5.241400000000006
58.012,62.941,4.929000000000002
57.8776,62.6868,4.809199999999997
57.9548,62.7492,4.794400000000003
58.1102,63.1008,4.990600000000001
57.2462,62.2668,5.020600000000002
58.702,63.3546,4.6526
58.47,63.301,4.831000000000003
57.6612,62.2962,4.634999999999998
57.59,62.2574,4.6673999999999936
58.0164,63.0256,5.0092
57.5722,62.7794,5.2072
57.6034,62.7786,5.175199999999997
58.041,62.875,4.834000000000003
57.942,63.1086,5.1666000000000025
57.3082,62.5556,5.247399999999999
57.811,62.6014,4.790399999999998
57.7828,62.7784,4.995599999999996
57.738,62.4698,4.7318
58.5078,63.2622,4.754399999999997
57.3146,62.5038,5.1892
58.3282,62.864,4.535799999999995
57.821,62.7878,4.966799999999999
57.8054,62.6572,4.851800000000004
58.502,63.2424,4.740400000000001
57.9608,63.2546,5.2938000000000045
57.319,62.4758,5.156799999999997
58.0888,62.85,4.761200000000002
58.0146,62.9204,4.905799999999999
58.8704,63.5784,4.7080000000000055
58.2904,63.204,4.913600000000002
57.6802,62.3766,4.696400000000004
57.4518,62.5618,5.109999999999999
57.9982,63.0016,5.003400000000006
57.8096,63.0104,5.200799999999994
58.1904,63.147,4.956600000000002
57.9378,62.7388,4.800999999999995
57.7528,62.683,4.930199999999999
57.6674,62.5238,4.856400000000001
58.1458,62.9932,4.8474
57.3938,62.5508,5.157000000000004
57.719,62.7408,5.021799999999999
57.9918,62.594,4.602200000000003
57.291,62.6906,5.399600000000007
58.0028,63.1012,5.098399999999998
57.6558,62.8156,5.159800000000004
58.0106,62.7486,4.738000000000007
58.2816,63.0716,4.789999999999999
57.49,62.9328,5.442799999999998
57.9424,62.9528,5.010400000000004
57.5928,62.6046,5.011800000000001
57.6304,62.7306,5.100200000000001
58.3016,63.0032,4.701599999999999
58.383,62.89,4.506999999999998
58.5768,63.2928,4.716000000000001
57.8332,62.4514,4.618200000000002
58.1118,62.6376,4.525799999999997
57.799,62.8258,5.0268000000000015
57.8888,63.2038,5.314999999999998
57.919,62.6954,4.776400000000002
57.2836,62.5026,5.219000000000001
57.4308,62.5904,5.159600000000005
58.0676,63.1346,5.067
58.5642,63.4864,4.922200000000004
57.9838,62.8108,4.826999999999998
57.4612,62.3382,4.8770000000000024
57.5568,63.0548,5.4979999999999976
58.0768,62.9586,4.881799999999998
57.7832,63.0444,5.261200000000002
57.91,62.7342,4.824200000000005
57.9308,63.1274,5.196600000000004
58.1288,63.1304,5.001600000000003
57.6072,62.8752,5.268000000000001
57.9644,62.9868,5.022400000000005
57.674,62.6558,4.9818
58.071,62.813,4.742000000000004
57.925,62.6964,4.7714
57.6722,63.128,5.4558000000000035
57.9896,62.7422,4.752599999999994
57.9586,63.0252,5.066600000000001
57.4954,62.5758,5.0804000000000045
58.107,63.0744,4.967399999999998
58.0172,62.7418,4.724599999999995
57.8692,62.4578,4.5886
58.351,63.1904,4.839399999999998
57.8834,63.187,5.303599999999996
57.3722,62.7022,5.329999999999998
57.3238,61.9116,4.587800000000001
58.0204,63.2012,5.180799999999998
57.7618,62.8176,5.055799999999998
57.2758,62.2484,4.9726
57.1738,62.242,5.068199999999997
58.1422,63.1172,4.974999999999994
58.1626,62.956,4.793400000000005
58.046,63.0028,4.956800000000001
57.6148,62.7412,5.126399999999997
57.9698,62.8176,4.847799999999999
58.4132,63.1304,4.717199999999998
58.1358,62.9,4.764199999999995
57.8762,62.9994,5.123200000000004
58.0226,62.8526,4.830000000000005
57.3992,62.2302,4.831000000000003
57.704,62.8348,5.130800000000001
58.1286,63.14,5.011400000000002
58.1428,63.038,4.8951999999999956
57.6656,62.6128,4.947200000000002
58.0916,63.3062,5.214599999999997
57.902,63.0988,5.196799999999996
57.9692,62.817,4.847799999999999
57.6902,62.347,4.656800000000004
58.2454,62.9656,4.7202000000000055
57.2282,62.3504,5.122199999999999
57.9464,62.9726,5.026200000000003
58.3378,63.0816,4.7438
57.8974,62.7766,4.879200000000004
57.8838,63.03,5.1462
57.7374,62.6382,4.900799999999997
58.4036,63.1054,4.701800000000006
57.6782,62.514,4.835800000000006
57.5734,62.7546,5.181200000000004
58.0008,62.9582,4.9574
58.4438,63.4114,4.967599999999997
57.9464,63.382,5.435600000000001
57.6182,62.4536,4.8354
57.4534,62.4512,4.997799999999998
57.9876,63.075,5.087400000000002
57.7476,62.745,4.997399999999999
58.5018,63.4216,4.919799999999995
57.4146,62.4364,5.021799999999999
57.4578,62.0294,4.571600000000004
58.1622,63.117,4.954799999999999
58.2738,62.9472,4.673400000000001
57.612,62.2646,4.6526
57.93,62.8632,4.933199999999999
57.6192,62.5714,4.952199999999998
57.8198,62.4662,4.6464
58.0454,62.9596,4.914200000000001
58.4248,63.2016,4.7768000000000015
57.6398,62.5114,4.871600000000001
57.4966,62.3652,4.868600000000001
57.808,63.2488,5.440800000000003
57.5276,62.6676,5.140000000000001
57.5318,62.585,5.053200000000004
57.8022,62.5936,4.791400000000003
58.279,63.0384,4.759399999999999
57.3724,62.2374,4.865000000000002
57.4318,62.4692,5.037399999999998
57.8986,62.8014,4.902799999999999
58.1072,63.365,5.257800000000003
57.5056,62.533,5.0274
57.8504,62.6254,4.774999999999999
57.5696,62.8268,5.257199999999997
57.5814,62.5294,4.948
57.754,62.7334,4.979400000000005
57.7438,62.881,5.1372
58.3426,63.2536,4.911000000000001
58.169,63.2868,5.117800000000003
57.9644,62.638,4.6736
58.0746,62.8926,4.818000000000005
58.0082,63.484,5.4758
57.817,62.6882,4.871200000000002
57.6002,62.4554,4.855199999999996
57.794,62.9992,5.205200000000005
58.15,63.0532,4.903199999999998
56.9634,61.9214,4.957999999999998
57.953,63.1584,5.205399999999997
58.3408,63.4482,5.107399999999998
57.8772,62.643,4.765799999999999
57.8828,62.9462,5.063399999999994
57.5292,62.5106,4.981399999999994
57.6164,62.9778,5.361400000000003
57.5124,62.942,5.429600000000001
57.9968,63.1476,5.150799999999997
56.9242,62.1468,5.2226
57.8994,62.849,4.949599999999997
57.7336,62.4852,4.751599999999996
57.6068,62.9348,5.328000000000003
58.1714,63.0958,4.924399999999999
57.8954,63.2984,5.402999999999999
58.0224,63.126,5.1036
58.0556,62.7964,4.7408
58.3852,63.1452,4.760000000000005
58.5368,63.6508,5.113999999999997
58.1636,62.9406,4.777000000000001
58.3734,63.0384,4.665000000000006
57.6768,62.7558,5.079000000000001
57.3944,62.0342,4.639800000000001
57.8864,63.1566,5.2701999999999956
57.7878,62.6318,4.844000000000001
58.2552,63.2814,5.026199999999996
57.7642,62.7054,4.941199999999995
57.5312,63.021,5.4898000000000025
58.0172,62.933,4.915799999999997
57.136,62.2694,5.133399999999995
58.2766,63.0192,4.742599999999996
57.7164,62.5266,4.810200000000002
57.5742,62.5928,5.018599999999999
57.8722,63.1838,5.3115999999999985
57.9558,62.9576,5.001799999999996
57.2136,62.3044,5.0908000000000015
57.405,62.7712,5.366199999999999
57.2178,62.3294,5.111600000000003
57.7286,62.6022,4.873600000000003
57.5186,62.656,5.1373999999999995
57.7982,62.7828,4.9846
58.2376,63.2748,5.037199999999999
57.9758,62.7092,4.733400000000003
57.4344,62.5372,5.102800000000002
58.1656,63.0396,4.874000000000002
57.6158,62.6696,5.0538000000000025
57.9788,63.1448,5.165999999999997
57.6,62.6232,5.023199999999996
57.2678,62.1124,4.8446
57.6088,62.319,4.7102
58.0062,62.6262,4.619999999999997
57.7714,62.7948,5.023400000000002
58.1018,62.9556,4.8538
58.0818,62.9144,4.832599999999999
58.0276,63.089,5.061399999999999
57.8932,63.2108,5.317599999999999
57.6048,62.7378,5.133000000000003
58.1748,63.1656,4.9908
58.4306,63.1978,4.7672000000000025
57.5988,62.6314,5.032600000000002
57.6326,62.9158,5.283200000000001
57.7618,63.0742,5.312399999999997
57.877,62.6234,4.746399999999994
58.3658,63.0252,4.659399999999998
57.7552,62.7926,5.037399999999998
58.2398,63.2742,5.034399999999998
57.7826,62.5134,4.730799999999995
58.0762,62.948,4.8718
57.8546,62.7454,4.890799999999999
57.7718,62.6148,4.8430000000000035
57.9146,63.0644,5.149799999999999
57.6448,62.615,4.9702000000000055
57.9058,62.7438,4.838000000000001
58.2542,63.2304,4.976200000000006
57.7658,62.6168,4.850999999999999
57.869,62.91,5.040999999999997
57.4696,62.7122,5.242600000000003
57.7236,62.5462,4.822600000000001
57.3926,62.162,4.769399999999997
57.8498,63.0234,5.1736
57.781,62.7958,5.014800000000001
58.2178,62.9022,4.684400000000004
58.1834,62.9318,4.748400000000004
57.5356,62.075,4.5394000000000005
58.314,63.491,5.177
57.8996,62.8762,4.976599999999998
57.8486,62.8988,5.050200000000004
58.1492,63.2492,5.100000000000001
57.3588,62.1154,4.756599999999999
57.6704,62.8422,5.1717999999999975
57.6838,62.4002,4.7164
57.3944,62.42,5.025600000000004
57.8408,62.9802,5.139400000000002
58.1408,63.3988,5.258000000000003
58.021,62.8006,4.779600000000002
57.3948,62.8556,5.460800000000006
57.2186,62.1698,4.9512
57.9624,62.798,4.8355999999999995
58.0616,62.5364,4.474800000000002
57.8518,62.9182,5.066400000000002
57.5936,62.8676,5.274000000000001
57.7228,62.4358,4.713000000000001
58.0138,62.971,4.957199999999993
57.9644,63.0532,5.088799999999999
57.441,62.5336,5.092599999999997
57.5132,62.4952,4.981999999999999
57.612,62.7458,5.133800000000001
58.603,63.4776,4.874600000000001
58.1894,63.0614,4.872
57.7204,62.6064,4.886000000000003
57.6908,62.701,5.0101999999999975
58.604,63.1522,4.548200000000001
57.3874,62.2634,4.875999999999998
57.8578,62.4344,4.576599999999999
57.9062,62.7794,4.873200000000004
56.678,61.5696,4.891600000000004
58.2594,63.3776,5.118200000000002
57.6602,62.4564,4.796199999999999
58.177,63.1182,4.941200000000002
57.9686,62.991,5.0223999999999975
57.6752,62.4454,4.770200000000003
57.7126,62.7036,4.991
57.7146,62.8492,5.134600000000006
58.452,62.9476,4.495600000000003
58.0778,62.7446,4.666799999999995
58.0296,62.844,4.814399999999999
57.992,63.0824,5.0904000000000025
58.0042,62.7784,4.7742
57.9032,62.8822,4.978999999999999
57.8714,62.6178,4.746400000000001
57.3994,62.7888,5.389400000000002
57.1558,62.293,5.1372
57.8688,62.7106,4.841799999999999
57.6968,62.9544,5.2575999999999965
57.7844,62.7206,4.9361999999999995
58.1088,63.3114,5.202599999999997
58.163,63.2178,5.0548
57.9132,62.8266,4.913399999999996
58.1526,63.3624,5.209800000000001
57.8148,62.5934,4.778600000000004
58.0186,62.9218,4.903199999999998
57.5336,62.4212,4.887599999999999
57.8642,63.2286,5.364400000000003
57.9804,62.9924,5.0120000000000005
57.995,62.5548,4.559800000000003
57.6528,62.4132,4.760400000000004
57.9556,63.2648,5.309200000000004
57.6694,62.66,4.9905999999999935
58.0376,62.9468,4.909200000000006
57.5732,62.551,4.977800000000002
58.327,63.3304,5.003399999999999
57.049,62.3678,5.318800000000003
58.1564,63.1036,4.947200000000002
57.2714,62.3356,5.0642
57.4568,62.343,4.886200000000002
57.8556,62.8666,5.010999999999996
57.6864,62.673,4.986600000000003
57.6474,62.7076,5.060200000000002
57.9468,62.5454,4.598599999999998
58.3678,63.3414,4.973599999999998
58.0488,62.8778,4.829000000000001
58.2314,63.4492,5.217799999999997
57.7762,62.844,5.067799999999998
58.4706,63.5052,5.034600000000005
58.1758,63.2788,5.102999999999994
57.5578,62.472,4.914200000000001
58.1842,63.0238,4.839600000000004
57.9214,63.3308,5.409400000000005
58.0524,63.0956,5.043199999999999
57.1794,62.1072,4.927799999999998
58.4364,63.357,4.9206
57.7104,62.5104,4.799999999999997
57.3164,62.124,4.807600000000001
57.7754,62.4394,4.6640000000000015
57.734,62.9564,5.2224
58.3256,63.3716,5.045999999999999
58.4014,63.5342,5.132799999999996
57.9212,62.768,4.846800000000002
57.4056,62.6326,5.226999999999997
